,Extra-Embryonic ectoderm_2_corr,Extra-Embryonic ectoderm_2_pval,Extra-Embryonic ectoderm_2_qval,Extra-Embryonic ectoderm_2_ci_low,Extra-Embryonic ectoderm_2_ci_high,gene_annotation
ENSMUSG00000085318,0.1328072501642708,1.3512979016265712e-106,2.4449030244736227e-106,0.12105964862844627,0.14451765527104338,Gm12524
ENSMUSG00000110274,0.13279695815552112,1.403341271457685e-106,2.538605773259199e-106,0.12104932537573371,0.1445073972853416,Gm45333
ENSMUSG00000027966,0.13275880188819275,1.6143502592124313e-106,2.919259058250328e-106,0.12101105329770043,0.14446936713201994,Col11a1
ENSMUSG00000046179,0.13271171808723037,1.9188485998271223e-106,3.4686344899261066e-106,0.12096382663760355,0.14442243890464324,E2f8
ENSMUSG00000111657,0.13270550125113725,1.9631212752160515e-106,3.5480232698645426e-106,0.1209575909426956,0.14441624260618927,RP23-384F19.1
ENSMUSG00000035378,0.13269883247471556,2.011746111377449e-106,3.6352477617951734e-106,0.12095090193752575,0.144409595859394,Shq1
ENSMUSG00000026840,0.13265348650914816,2.3758156508989304e-106,4.292349866122729e-106,0.12090541844996175,0.14436439966159972,Lamc3
ENSMUSG00000022269,0.13264844834121464,2.420122408299873e-106,4.371608396495436e-106,0.12090036500567816,0.14435937813061328,March11
ENSMUSG00000078721,0.1326473890589001,2.4295423582696223e-106,4.387831602437462e-106,0.12089930251156575,0.1443583223461649,Fam205a1
ENSMUSG00000029206,0.1326359135211482,2.5339667783722615e-106,4.574773024683628e-106,0.12088779218112469,0.1443468847001859,Nsun7
ENSMUSG00000029178,0.1326125003645526,2.76111574630852e-106,4.983963440990109e-106,0.12086430804796491,0.14432354884320434,Klf3
ENSMUSG00000020524,0.13259097159106017,2.987868697227037e-106,5.392291458630277e-106,0.1208427140219873,0.14430209113645268,Gria1
ENSMUSG00000019894,0.13257402910419547,3.1793057426852567e-106,5.73674800195824e-106,0.12082572019122888,0.14428520456919702,Slc6a15
ENSMUSG00000034488,0.13256853530709517,3.2439721070419655e-106,5.852376162803474e-106,0.12082020974675636,0.14427972890321153,Edil3
ENSMUSG00000031486,0.13248273122214266,4.442298217202829e-106,8.012803422083026e-106,0.12073414575116294,0.14419420790340884,Adgra2
ENSMUSG00000050373,0.13245239532574446,4.964274800230917e-106,8.952704779496693e-106,0.12070371800603501,0.14416397204945,Snx21
ENSMUSG00000085816,0.13243954840282893,5.203372144530217e-106,9.382207256635804e-106,0.12069083219283344,0.1441511674868305,Gm13052
ENSMUSG00000001983,0.13243803401141094,5.232303466429831e-106,9.432672555308873e-106,0.12068931321730107,0.14414965808857308,Taco1
ENSMUSG00000056025,0.13243176282890357,5.353828294943728e-106,9.650014951232386e-106,0.1206830230522964,0.14414340758245253,Clca3a1
ENSMUSG00000032220,0.13242883788493953,5.411467901930618e-106,9.75214976019214e-106,0.12068008925502316,0.14414049228184816,Myo1e
ENSMUSG00000031442,0.13241790841617562,5.632379978819322e-106,1.0146604177300166e-105,0.1206691267064277,0.144129598845069,Mcf2l
ENSMUSG00000054423,0.13239773015659273,6.064145433845959e-106,1.0922452150298917e-105,0.12064888738155843,0.14410948710118288,Cadps
ENSMUSG00000026241,0.13238746023996636,6.296422760542906e-106,1.1338776806308132e-105,0.12063858638892602,0.144099251034636,Nppc
ENSMUSG00000100119,0.13235257199264672,7.153847779765977e-106,1.2880532552693512e-105,0.12060359259125493,0.14406447776173584,2700089I24Rik
ENSMUSG00000024518,0.13229616312716377,8.79335674809305e-106,1.58296251090784e-105,0.12054701312905476,0.14400825473080409,Rax
ENSMUSG00000098134,0.132278038151543,9.395952520325739e-106,1.6911361627656118e-105,0.12052883335447154,0.14399018945043274,Rnf113a2
ENSMUSG00000026676,0.13224666403893676,1.0538031998430165e-105,1.8960115146509835e-105,0.1204973644041545,0.1439589186511262,Ccdc3
ENSMUSG00000048445,0.13221539875797794,1.1813895775115231e-105,2.1251836256728247e-105,0.120466004637952,0.14392775630182106,Ccdc57
ENSMUSG00000030729,0.1321751358208046,1.3686503056100243e-105,2.4616012690827772e-105,0.12042562005871123,0.14388762588419476,Pgm2l1
ENSMUSG00000041498,0.13214908667021352,1.5052998949285188e-105,2.7068870615510136e-105,0.12039949222935145,0.14386166245003496,Kif14
ENSMUSG00000022945,0.1321044492614771,1.771848622446494e-105,3.185059540619259e-105,0.12035472003577853,0.1438171718861179,Chaf1b
ENSMUSG00000050357,0.1321041539943922,1.7737601066940738e-105,3.187922549773677e-105,0.1203544238772794,0.143816877590223,Carmil2
ENSMUSG00000042499,0.132099732584422,1.802630528896012e-105,3.239228263964083e-105,0.1203499891192788,0.14381247072286943,Hoxd11
ENSMUSG00000060284,0.13207546274289517,1.9696610225296467e-105,3.538737014965229e-105,0.12032564601658513,0.14378828069986727,Sp7
ENSMUSG00000056399,0.1320436347745461,2.2123306056827164e-105,3.974008632446051e-105,0.12029372199345399,0.14375655738595555,Prss34
ENSMUSG00000038074,0.13200488898311347,2.5483473830431703e-105,4.5767733172470736e-105,0.1202548593024879,0.14371793896315938,Fkbp14
ENSMUSG00000044986,0.13200010997427233,2.5931738128508263e-105,4.6564442680029206e-105,0.12025006587744268,0.14371317566183278,Tst
ENSMUSG00000034981,0.13196129662036898,2.9876253814370197e-105,5.363779858953356e-105,0.12021113546072087,0.14367448985848796,Parm1
ENSMUSG00000032519,0.13192187294823637,3.449596596467394e-105,6.190948665591159e-105,0.1201715929220182,0.14363519570592737,Slc25a38
ENSMUSG00000030525,0.13192061028499236,3.465515852993242e-105,6.2184027507504785e-105,0.12017032645232625,0.14363393719033196,Chrna7
ENSMUSG00000045160,0.13185808667072133,4.352678509333251e-105,7.808895782800952e-105,0.12010761440104728,0.14357161890883738,Bola3
ENSMUSG00000032322,0.1318564400522155,4.378878456859587e-105,7.854490505577734e-105,0.12010596282114203,0.1435699776967089,Pstpip1
ENSMUSG00000108725,0.13177241849100765,5.947148556953969e-105,1.0663705499289886e-104,0.12002168818227121,0.14348623191974655,Gm45004
ENSMUSG00000072889,0.13174519074014582,6.567072901641964e-105,1.1773167625747515e-104,0.11999437845622586,0.1434590935026301,Nfxl1
ENSMUSG00000021215,0.13161269614264312,1.0636312542092565e-104,1.9064908661216288e-104,0.11986148520817674,0.14332703336599842,Net1
ENSMUSG00000037627,0.1315056874479651,1.569521486529519e-104,2.8117547232703666e-104,0.11975415485249241,0.1432203752572669,Rgs22
ENSMUSG00000029632,0.13149452275016404,1.6345155360942033e-104,2.927665298395492e-104,0.11974295661017857,0.14320924712199604,Ndufa4
ENSMUSG00000048027,0.13148001670293608,1.7229882870655026e-104,3.085580743312146e-104,0.11972840698376655,0.14319478857523785,Rgmb
ENSMUSG00000030048,0.13147681109901865,1.7431751094148204e-104,3.121172980151872e-104,0.11972519175022898,0.14319159346748822,Gkn3
ENSMUSG00000029675,0.13144900406474688,1.9284894666421076e-104,3.4523620956715137e-104,0.11969730119409136,0.14316387747205328,Eln
ENSMUSG00000040694,0.13142140831334667,2.131820235879681e-104,3.815679677608164e-104,0.1196696225737773,0.14313637204959445,Apobec2
ENSMUSG00000036249,0.13138749130913843,2.4112533497858923e-104,4.315056101979049e-104,0.11963560374321526,0.14310256604084193,Rbm43
ENSMUSG00000019813,0.13138130105902465,2.4660634963482422e-104,4.412351934779464e-104,0.11962939491157835,0.1430963960457476,Cep57l1
ENSMUSG00000109865,0.1313659169871867,2.6077222589353132e-104,4.6649772073976976e-104,0.11961396466473309,0.14308106230794396,Hspa14
ENSMUSG00000020067,0.13135871735933444,2.676778554951936e-104,4.787656152659517e-104,0.11960674342928108,0.14307388623410255,Mypn
ENSMUSG00000017195,0.1313191012622382,3.0907263407318584e-104,5.5270499655433804e-104,0.11956700845817769,0.143034399721388,Zpbp2
ENSMUSG00000034401,0.13125368553950684,3.9186316941252033e-104,7.006314489764354e-104,0.11950139652822388,0.14296919789206,Spata6
ENSMUSG00000025020,0.13125158212531918,3.948642854911573e-104,7.058710859691764e-104,0.1194992868067815,0.14296710135383447,Slit1
ENSMUSG00000025089,0.13125004419735606,3.970730795041296e-104,7.096927247616257e-104,0.11949774426728627,0.14296556845321903,Gfra1
ENSMUSG00000035824,0.1312273466689841,4.311424825034203e-104,7.704476099060406e-104,0.11947497868615971,0.14294294511448252,Tk2
ENSMUSG00000031559,0.13119111714738924,4.916678151613269e-104,8.78448838951808e-104,0.11943864056518329,0.142906833988124,4930555F03Rik
ENSMUSG00000100009,0.13115789780355994,5.545850478154492e-104,9.906842583341359e-104,0.11940532167276686,0.14287372317509398,Gm7967
ENSMUSG00000026058,0.1311425892629509,5.862236828187686e-104,1.0468280050335151e-103,0.11938996726588177,0.1428584646401361,Khdrbs2
ENSMUSG00000030340,0.13113697754481587,5.982673584327432e-104,1.0681438286604949e-103,0.11938433873575512,0.14285287125139465,Scnn1a
ENSMUSG00000014773,0.1311273008904828,6.196178103501692e-104,1.1060653522852002e-103,0.11937463309317449,0.1428432262018815,Dll1
ENSMUSG00000019832,0.13112359109402008,6.280031974153567e-104,1.1208338344018501e-103,0.1193709121839107,0.14283952852135628,Rab32
ENSMUSG00000048249,0.13109874710608083,6.871529801649499e-104,1.2261830481173266e-103,0.1193459937836059,0.1428147656637267,Crebrf
ENSMUSG00000040675,0.13106128076671175,7.870303151832194e-104,1.4041575650012835e-103,0.11930841525358134,0.1427774216463687,Mthfd1l
ENSMUSG00000022330,0.1310384935843183,8.547305464245602e-104,1.5246709711462008e-103,0.11928555985283566,0.14275470884441369,Osr2
ENSMUSG00000023999,0.13093753196852229,1.2317853285651853e-103,2.196870569939692e-103,0.11918429613648868,0.14265407663250387,Kif6
ENSMUSG00000042642,0.13087304289852106,1.5553974380339527e-103,2.773533234725308e-103,0.11911961422821896,0.14258979784192757,Flad1
ENSMUSG00000096188,0.13085849332869198,1.6394199438571206e-103,2.9223171904761505e-103,0.11910502116537058,0.14257529570019742,Cmtm4
ENSMUSG00000022887,0.1308380180509531,1.765388827674284e-103,3.1462998176337264e-103,0.11908448468949917,0.14255488715841913,Masp1
ENSMUSG00000085261,0.13082808124698528,1.8299583063729147e-103,3.2607952715126773e-103,0.1190745181892488,0.14254498273831662,Gm13814
ENSMUSG00000017670,0.13082569962604773,1.845780976627182e-103,3.288403664042726e-103,0.11907212945115447,0.14254260887869025,Elmo2
ENSMUSG00000001504,0.13082289038011777,1.8646202018986043e-103,3.3213754932287216e-103,0.11906931181034236,0.14253980878745776,Irx2
ENSMUSG00000038193,0.13081380378278457,1.9268801724338149e-103,3.4316654896417003e-103,0.11906019806078617,0.14253075180000693,Hand2
ENSMUSG00000022211,0.13079801549863507,2.0400321758703223e-103,3.6325359256950187e-103,0.11904436260339962,0.14251501495940852,Carmil3
ENSMUSG00000039058,0.13076987272775267,2.258416280420769e-103,4.0199648992893715e-103,0.11901613576058954,0.14248696387246865,Ak5
ENSMUSG00000021830,0.13075619173396688,2.3728551677282363e-103,4.222913628275915e-103,0.11900241390393396,0.14247332744203145,Txndc16
ENSMUSG00000041697,0.130749077399626,2.4346335900210397e-103,4.3320882384716004e-103,0.11899527832202537,0.14246623627958263,Cox6a1
ENSMUSG00000038227,0.1307121916817832,2.781615462712085e-103,4.948613169742189e-103,0.11895828246129886,0.14242947068185746,Hoxa9
ENSMUSG00000036223,0.1306319334704998,3.716560728266221e-103,6.60956914150137e-103,0.11887778470712547,0.14234947372359347,Ska1
ENSMUSG00000063889,0.13060710118574279,4.065010902999073e-103,7.22668604977613e-103,0.11885287833792149,0.14232472224079565,Crem
ENSMUSG00000043013,0.1305685469526258,4.671687603755204e-103,8.303746185131895e-103,0.11881420911171343,0.1422862934305515,Onecut1
ENSMUSG00000041625,0.1305627690349615,4.770081828496713e-103,8.477131381725099e-103,0.11880841396371895,0.14228053430630183,Ggact
ENSMUSG00000027199,0.1305552841087506,4.900625855685754e-103,8.707579700934177e-103,0.11880090671789781,0.1422730737245892,Gatm
ENSMUSG00000093485,0.13054558201865604,5.075158169854851e-103,9.016091969896698e-103,0.11879117569874048,0.14226340318827058,Gm20708
ENSMUSG00000050192,0.13053279572655574,5.314680111666121e-103,9.439929150383875e-103,0.11877835128475277,0.14225065847717439,Eif5a2
ENSMUSG00000029638,0.13050304359191087,5.916581727968281e-103,1.050715987918359e-102,0.11874851046032756,0.14222100308139168,Glcci1
ENSMUSG00000010476,0.13048750774147957,6.257438669336489e-103,1.1110509000952573e-102,0.11873292830666093,0.14220551773731155,Ebf3
ENSMUSG00000022555,0.13048616533560614,6.287794987643494e-103,1.1162426748878917e-102,0.11873158190013663,0.14220417969527,Dgat1
ENSMUSG00000030020,0.1304829977297263,6.360008933044611e-103,1.128862075442778e-102,0.11872840485429874,0.14220102238632945,Prickle2
ENSMUSG00000023915,0.1304531062818888,7.083550642349524e-103,1.2568400713891987e-102,0.1186984243371509,0.1421712280949063,Tnfrsf21
ENSMUSG00000040987,0.13043874054903923,7.4599467368241965e-103,1.323389522232428e-102,0.11868401580550528,0.14215690904755965,Mill2
ENSMUSG00000026223,0.13043405052750265,7.587100197527751e-103,1.3457077328002396e-102,0.11867931181239633,0.1421522342665097,Itm2c
ENSMUSG00000036192,0.1303737532982591,9.42799148089974e-103,1.6716296951949895e-102,0.11861883500472786,0.1420921329299145,Rorb
ENSMUSG00000024985,0.1303534672339744,1.0142600519201961e-102,1.7980146284704767e-102,0.11859848854368363,0.1420719127512382,Tcf7l2
ENSMUSG00000041670,0.1303153734792909,1.1633735604456686e-102,2.0616224711069797e-102,0.1185602814009018,0.14203394269201908,Rims1
ENSMUSG00000057778,0.1302926900497045,1.2623571366076152e-102,2.236635607029793e-102,0.11853753046940901,0.14201133290215007,Cyb5d2
ENSMUSG00000022676,0.13021576124290474,1.6649610991054062e-102,2.948921535787117e-102,0.11846037282788678,0.14193465374675918,Snai2
ENSMUSG00000034040,0.13017551115578332,1.9243149483656317e-102,3.407676551028213e-102,0.118420003068224,0.14189453422424786,Wbscr17
ENSMUSG00000022112,0.13012723675211255,2.2890526449204946e-102,4.052855249505125e-102,0.1183715851851727,0.14184641636396092,Gpc5
ENSMUSG00000036086,0.1300915021602634,2.6027709877589737e-102,4.607489799537925e-102,0.11833574442030897,0.141810797615944,Zranb3
ENSMUSG00000085504,0.13008227548000814,2.6905174942367377e-102,4.761977865905731e-102,0.11832649033113116,0.1418016008416649,Gm14055
ENSMUSG00000050641,0.13007263652370601,2.785338465335471e-102,4.928930216484642e-102,0.11831682274337373,0.14179199312546786,BC048562
ENSMUSG00000006546,0.13006864003519716,2.8256241321172567e-102,4.998450614040786e-102,0.11831281438439066,0.14178800958903345,Cryba2
ENSMUSG00000037736,0.1300554547147367,2.9627043701459245e-102,5.240014803936902e-102,0.1182995899032652,0.1417748669977072,Limch1
ENSMUSG00000052430,0.12992142567220308,4.794015432954535e-102,8.475982024318484e-102,0.11816516302844574,0.14164127206321317,Bmpr1b
ENSMUSG00000110408,0.12990714987347332,5.046015092145862e-102,8.918372379190284e-102,0.11815084488090707,0.14162704247735702,RP23-357C16.1
ENSMUSG00000035187,0.1299005675474489,5.1666182540805516e-102,9.129913861248546e-102,0.11814424303021964,0.1416204814576649,Nkx6-1
ENSMUSG00000066687,0.12988251199202536,5.512405868109229e-102,9.73923298252514e-102,0.1181261339232833,0.14160248434098596,Zbtb16
ENSMUSG00000020238,0.1298727156951558,5.709583415702502e-102,1.0085821260735737e-101,0.11811630857455575,0.14159271974764145,Ncln
ENSMUSG00000025507,0.12981826510142883,6.940966705434517e-102,1.225886030631317e-101,0.11806169654432717,0.1415384453295213,Pidd1
ENSMUSG00000036510,0.12980397075620875,7.30599818998899e-102,1.2901285873192638e-101,0.1180473598306554,0.14152419722216528,Cdh8
ENSMUSG00000020014,0.12976955024923534,8.265512208729261e-102,1.459306534027059e-101,0.11801283732137989,0.14148988803515017,Cfap54
ENSMUSG00000097910,0.1297231252056718,9.761728554939815e-102,1.723164793458043e-101,0.11796627474608593,0.1414436130910266,5033428I22Rik
ENSMUSG00000040146,0.12971985369599787,9.876829596023631e-102,1.743175008122773e-101,0.11796299354668793,0.14144035215672413,Rgl3
ENSMUSG00000111246,0.12969993223802698,1.0607540195050522e-101,1.871808751552942e-101,0.11794301308986925,0.141420495090694,RP24-153A6.1
ENSMUSG00000086109,0.1296813642577986,1.1337084449374094e-101,2.0001913284005106e-101,0.11792439012778737,0.14140198711908092,Gm13391
ENSMUSG00000026142,0.12964520507381574,1.290454860634875e-101,2.2759344984742066e-101,0.1178881238961749,0.14136594477203565,Rhbdd1
ENSMUSG00000023206,0.1296424792298416,1.3031124421316363e-101,2.297853010283259e-101,0.11788538998373414,0.14136322773450252,Il15ra
ENSMUSG00000019982,0.12958876429089305,1.579418794861797e-101,2.78409799905129e-101,0.11783151608554863,0.14130968629750323,Myb
ENSMUSG00000056116,0.1295466179559242,1.8365414807689656e-101,3.236766797266418e-101,0.11778924507490163,0.1412676760493039,H2-T22
ENSMUSG00000041681,0.1295434848626601,1.857245352971734e-101,3.27267903607354e-101,0.11778610271514216,0.14126455307083374,Iapp
ENSMUSG00000051669,0.1295036672790443,2.1415659865871366e-101,3.773019708574941e-101,0.11774616738680571,0.14122486401291132,AU021092
ENSMUSG00000047843,0.12947992383375942,2.331367820247165e-101,4.1066898366164616e-101,0.11772235374779279,0.1412011971902753,Bri3
ENSMUSG00000024527,0.12945930825489846,2.50972472193547e-101,4.4200858082695847e-101,0.11770167723321227,0.14118064812923564,Afg3l2
ENSMUSG00000031994,0.12942606101090773,2.826485384650154e-101,4.9770829101076845e-101,0.11766833173818651,0.14114750813886917,Adamts8
ENSMUSG00000109718,0.12940536422136262,3.0435064175805045e-101,5.358285946444551e-101,0.11764757379963885,0.14112687810266486,Trim61
ENSMUSG00000009210,0.12935324880406665,3.666476613735409e-101,6.452792350819093e-101,0.1175953044520023,0.1410749307280972,Prr29
ENSMUSG00000073551,0.1293481377969174,3.734036420520314e-101,6.57053742833066e-101,0.11759017835227012,0.14106983619757815,Spink13
ENSMUSG00000039063,0.1293339338191959,3.928384945872358e-101,6.91130356416671e-101,0.11757593243410748,0.14105567800672789,Echdc3
ENSMUSG00000023249,0.12928588264998056,4.663801357341155e-101,8.203696318981803e-101,0.1175277394188773,0.14100778169609093,Parp3
ENSMUSG00000025407,0.12925385543037646,5.228743619450565e-101,9.194203656498268e-101,0.11749561768637103,0.14097585766284826,Gli1
ENSMUSG00000059900,0.12918601520327844,6.660999805072412e-101,1.1710618503995098e-100,0.11742757734279526,0.14090823592514426,Tmem40
ENSMUSG00000063060,0.12912778191933283,8.19872581608434e-101,1.4409008464120106e-100,0.11736917236917835,0.1408501901027847,Sox7
ENSMUSG00000039375,0.12912025525874216,8.421753665638287e-101,1.4798372281915809e-100,0.1173616235236083,0.14084268766575045,Wdr17
ENSMUSG00000032997,0.1290027316538586,1.280306280979018e-100,2.248913193358542e-100,0.11724375369185597,0.1407255421203292,Chpf
ENSMUSG00000069441,0.12897720737248655,1.4021658209682686e-100,2.4625321759189823e-100,0.11721815425923478,0.14070009990414867,Dsg1a
ENSMUSG00000046402,0.12896906534377786,1.4434216163907953e-100,2.5345419076221165e-100,0.11720998826120414,0.140691984050281,Rbp1
ENSMUSG00000046618,0.12896411434898705,1.4690982453073223e-100,2.579175290216507e-100,0.11720502269195497,0.14068704897108497,Olfml2a
ENSMUSG00000057425,0.12895241450918352,1.5316008707557096e-100,2.6884340367837627e-100,0.11719328841316143,0.1406753867395715,Ugt2b37
ENSMUSG00000029697,0.12894425689506828,1.576743375119195e-100,2.767187390521578e-100,0.11718510678869512,0.1406672553455928,Fezf1
ENSMUSG00000029236,0.12892857141784614,1.667307171450545e-100,2.9256135663283826e-100,0.11716937514880586,0.14065162028005906,Nmu
ENSMUSG00000049928,0.1289258292412312,1.6836645070870972e-100,2.9537973808545565e-100,0.11716662490251739,0.14064888691594835,Glp2r
ENSMUSG00000061013,0.1288606699036765,2.1231318342909305e-100,3.7241393339605865e-100,0.11710127386721746,0.1405839369276987,Mkx
ENSMUSG00000039621,0.12885787017442907,2.1443887240000601e-100,3.7607659137145915e-100,0.11709846590349254,0.14058114619139186,Prex1
ENSMUSG00000034384,0.12884759185666783,2.2242635339035538e-100,3.900164008247508e-100,0.11708815735707165,0.1405709008867618,Barhl2
ENSMUSG00000020193,0.12879148024619957,2.715628252582109e-100,4.760084579460314e-100,0.11703188076634037,0.14051496945801326,Zpbp
ENSMUSG00000107011,0.1287371450079437,3.2943726395919736e-100,5.77251207217798e-100,0.11697738584271218,0.1404608086260021,Gm42906
ENSMUSG00000068246,0.12873023657592003,3.376275055817572e-100,5.914987834298479e-100,0.11697045711263028,0.1404539223637626,Apol9b
ENSMUSG00000024987,0.1287266988597652,3.418999555516596e-100,5.988788851841997e-100,0.11696690900255304,0.1404503960000203,Cyp26a1
ENSMUSG00000011305,0.1287177368261492,3.5296623936067055e-100,6.181545347822602e-100,0.11695792063954112,0.14044146272393843,Plin5
ENSMUSG00000023367,0.12868981657978035,3.897853021585806e-100,6.825167258949056e-100,0.11692991837913712,0.14041363205631993,Tmem176a
ENSMUSG00000022683,0.12867526465236598,4.1046973717420326e-100,7.18609483848395e-100,0.1169153237137284,0.1403991268096691,Pla2g10
ENSMUSG00000029177,0.12851219719541196,7.323802753917628e-100,1.2817295684140054e-99,0.11675177768640894,0.14023658210854728,Cenpa
ENSMUSG00000070880,0.12849136212175402,7.885715826406489e-100,1.3798277911472422e-99,0.11673088151193042,0.14021581378169332,Gad1
ENSMUSG00000021216,0.12840410577651515,1.0745692777417663e-99,1.8799322563711796e-99,0.11664336939233459,0.14012883685697036,Tubal3
ENSMUSG00000097648,0.12840206498588377,1.0823719630309408e-99,1.893251640774778e-99,0.11664132262172312,0.14012680259938606,9330185C12Rik
ENSMUSG00000037101,0.12835789881913703,1.2657982279603025e-99,2.21370798873785e-99,0.11659702706255087,0.14008277779459613,Ttc29
ENSMUSG00000056476,0.12832906530306915,1.4019635626990863e-99,2.4514138183232844e-99,0.11656810909895304,0.14005403654049853,Med12l
ENSMUSG00000026235,0.12832882793422196,1.4031431263608135e-99,2.453047423707716e-99,0.11656787103498334,0.14005379993110614,Epha4
ENSMUSG00000031635,0.1283172285158862,1.4620071540587951e-99,2.5550631843040808e-99,0.11655623764999079,0.14004223762314594,Anxa10
ENSMUSG00000074676,0.12828318414947887,1.6493863865774616e-99,2.8815275796251946e-99,0.1165220936098662,0.14000830215746077,Foxs1
ENSMUSG00000026924,0.1282723428467222,1.7139467718525526e-99,2.993793487952057e-99,0.11651122057221835,0.13999749552795432,Sec16a
ENSMUSG00000023943,0.12824788222621689,1.8690229695611453e-99,3.263528845051764e-99,0.11648668836042221,0.13997311312848845,Sult1c1
ENSMUSG00000044288,0.128244704626262,1.8901698598164023e-99,3.299877548562155e-99,0.11648350146132795,0.13996994568893173,Cnr1
ENSMUSG00000024077,0.1281659074937415,2.4981982339826104e-99,4.360618317302514e-99,0.11640447380911613,0.1398914004340378,Strn
ENSMUSG00000019763,0.12814976232192715,2.645059923749785e-99,4.616160425392296e-99,0.11638828142325544,0.13987530685258107,Rmnd1
ENSMUSG00000041012,0.12811695534376047,2.97054816257253e-99,5.1832981374498855e-99,0.11635537852543873,0.13984260468690182,Cmtm8
ENSMUSG00000079105,0.12809036092193057,3.2634993757123965e-99,5.693474137669916e-99,0.11632870636691288,0.1398160952107692,C7
ENSMUSG00000085354,0.1280436245319674,3.849865688600568e-99,6.715272437817142e-99,0.11628183340547327,0.13976950806158145,Gm2044
ENSMUSG00000027072,0.1280394699238464,3.906820982229211e-99,6.813430384076056e-99,0.11627766665943454,0.1397653667176324,Prg3
ENSMUSG00000039155,0.12796753062163763,5.037635844436579e-99,8.78402065289726e-99,0.11620551724821963,0.13969365702673348,Cdh26
ENSMUSG00000039452,0.12795486972401846,5.2680564860954746e-99,9.184198894866587e-99,0.11619281938548642,0.13968103652663733,Snx22
ENSMUSG00000005131,0.12794865592650476,5.384960948344073e-99,9.386370835530893e-99,0.11618658744740065,0.13967484255428844,4930550C14Rik
ENSMUSG00000000305,0.12790372989087992,6.310823045544012e-99,1.0996380981955066e-98,0.116141530282177,0.13963005982819546,Cdh4
ENSMUSG00000096958,0.12789298564364837,6.554820724836628e-99,1.1419548301109109e-98,0.11613075468193282,0.13961934984692334,Gm26573
ENSMUSG00000025511,0.12788478696501837,6.747321257453546e-99,1.1752867544771895e-98,0.1161225320804297,0.13961117731398354,Tspan4
ENSMUSG00000090326,0.1278676443745839,7.16823847886549e-99,1.2483870565770619e-98,0.11610533947494765,0.1395940893863253,Dthd1
ENSMUSG00000027784,0.12783638467739455,8.004363502770068e-99,1.3937599691398341e-98,0.11607398859292903,0.13956292934931366,Ppm1l
ENSMUSG00000030249,0.12779359639694304,9.308768684684798e-99,1.6206073615398324e-98,0.1160310755366604,0.13952027744608445,Abcc9
ENSMUSG00000066621,0.12772539987605075,1.1839793140669822e-98,2.060527869939057e-98,0.11596268023720901,0.13945229819504965,Tecpr1
ENSMUSG00000046447,0.12769953839705206,1.2969976427389946e-98,2.2568255485279185e-98,0.11593674340659349,0.13942651908020215,Camk2n1
ENSMUSG00000024713,0.12767938905542386,1.3924606959537352e-98,2.422513388924383e-98,0.11591653536770609,0.1394064338995798,Pcsk5
ENSMUSG00000058806,0.12765009599585034,1.543883389604776e-98,2.685481630900637e-98,0.1158871569915815,0.1393772340998959,Col13a1
ENSMUSG00000032315,0.12764269311811333,1.5846834876484205e-98,2.7554920668551916e-98,0.11587973255609077,0.13936985478736535,Cyp1a1
ENSMUSG00000073209,0.12762862650278037,1.6651972261735192e-98,2.8949882235283713e-98,0.11586562498130556,0.13935583294598905,Klf14
ENSMUSG00000026098,0.1276193110698349,1.720749868094901e-98,2.990528098878868e-98,0.11585628242610804,0.1393465471614253,Pms1
ENSMUSG00000028121,0.12761890760190567,1.7231972892632054e-98,2.9942611455485755e-98,0.11585587778351296,0.13934614497757347,Bcar3
ENSMUSG00000042320,0.1276142069131464,1.7519687151972034e-98,3.0437260514197416e-98,0.1158511634093478,0.13934145924894567,Prox2
ENSMUSG00000050473,0.12760704902810566,1.796703033310928e-98,3.12090156906536e-98,0.11584398468613158,0.1393343241431539,Slc35d3
ENSMUSG00000044055,0.12750339561941715,2.588040890909793e-98,4.4939067388605544e-98,0.1157400296573509,0.13923100046451636,Otos
ENSMUSG00000023935,0.12746744512305858,2.9370491453394566e-98,5.099043655103224e-98,0.11570397460916516,0.13919516427001366,Spats1
ENSMUSG00000006315,0.1274165832585275,3.512461370201782e-98,6.096964711337932e-98,0.11565296488027203,0.13914446406442307,Tmem147
ENSMUSG00000020474,0.1273699804719964,4.137872641293064e-98,7.181313157398583e-98,0.11560622666573717,0.13909800934583677,Polm
ENSMUSG00000022144,0.1273652386127051,4.2074284384172e-98,7.300760781567239e-98,0.11560147102949142,0.1390932825496474,Gdnf
ENSMUSG00000029309,0.127363987195923,4.225978545857355e-98,7.331676866511719e-98,0.11560021597694443,0.1390920351080562,Sparcl1
ENSMUSG00000069085,0.1273367431410959,4.650677327802979e-98,8.06708990078574e-98,0.11557289277875889,0.13906487758616964,Dytn
ENSMUSG00000020020,0.12731643777486554,4.994672125724127e-98,8.662282562823668e-98,0.11555252843748118,0.13904463670264824,Usp44
ENSMUSG00000054196,0.12728940023072918,5.49243185042561e-98,9.523897781213126e-98,0.11552541238066379,0.13901768500504116,Cthrc1
ENSMUSG00000110179,0.1272730333665413,5.817482936018919e-98,1.0085788724027252e-97,0.11550899799825318,0.13900137009861346,Gm45256
ENSMUSG00000021940,0.12725263555024777,6.249579433468386e-98,1.0833037672852117e-97,0.11548854096959163,0.13898103702770898,Ptpn20
